icd10,icd10label,section_ID,section_LABEL,chapter_ID,chapter_LABEL
O33.6,Maternal care for disproportion due to hydrocephalic fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.7,Maternal care for disproportion due to other fetal deformities,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.8,Maternal care for disproportion of other origin,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.9,"Maternal care for disproportion, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33,Maternal care for known or suspected disproportion,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.0,Maternal care for congenital malformation of uterus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.1,Maternal care for tumour of corpus uteri,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.2,Maternal care due to uterine scar from previous surgery,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.3,Maternal care for cervical incompetence,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.4,Maternal care for other abnormalities of cervix,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.5,Maternal care for other abnormalities of gravid uterus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.6,Maternal care for abnormality of vagina,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.7,Maternal care for abnormality of vulva and perineum,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.8,Maternal care for other abnormalities of pelvic organs,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34.9,"Maternal care for abnormality of pelvic organ, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O34,Maternal care for known or suspected abnormality of pelvic organs,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.0,Maternal care for (suspected) central nervous system malformation in fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.1,Maternal care for (suspected) chromosomal abnormality in fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.2,Maternal care for (suspected) hereditary disease in fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.3,Maternal care for (suspected) damage to fetus from viral disease in mother,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.4,Maternal care for (suspected) damage to fetus from alcohol,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.5,Maternal care for (suspected) damage to fetus by drugs,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.6,Maternal care for (suspected) damage to fetus by radiation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.7,Maternal care for (suspected) damage to fetus by other medical procedures,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.8,Maternal care for other (suspected) fetal abnormality and damage,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35.9,"Maternal care for (suspected) fetal abnormality and damage, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O35,Maternal care for known or suspected fetal abnormality and damage,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.0,Maternal care for rhesus isoimmunization,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.1,Maternal care for other isoimmunization,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.2,Maternal care for hydrops fetalis,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.3,Maternal care for signs of fetal hypoxia,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.4,Maternal care for intrauterine death,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.5,Maternal care for poor fetal growth,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.6,Maternal care for excessive fetal growth,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.7,Maternal care for viable fetus in abdominal pregnancy,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.8,Maternal care for other specified fetal problems,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36.9,"Maternal care for fetal problem, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O36,Maternal care for other known or suspected fetal problems,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O40,Polyhydramnios,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O41.0,Oligohydramnios,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O41.1,Infection of amniotic sac and membranes,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O41.8,Other specified disorders of amniotic fluid and membranes,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O41.9,"Disorder of amniotic fluid and membranes, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O41,Other disorders of amniotic fluid and membranes,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O42.0,"Premature rupture of membranes, onset of labour within 24 hours",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O42.1,"Premature rupture of membranes, onset of labour after 24 hours",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O42.2,"Premature rupture of membranes, labour delayed by therapy",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O42.9,"Premature rupture of membranes, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O42,Premature rupture of membranes,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O43.0,Placental transfusion syndromes,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O43.1,Malformation of placenta,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O43.2,Morbidly adherent placenta,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O43.8,Other placental disorders,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O43.9,"Placental disorder, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O43,Placental disorders,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O44.0,Placenta praevia specified as without haemorrhage,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O44.1,Placenta praevia with haemorrhage,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O44,Placenta praevia,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O45.0,Premature separation of placenta with coagulation defect,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O45.8,Other premature separation of placenta,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O45.9,"Premature separation of placenta, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O45,Premature separation of placenta [abruptio placentae],O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O46.0,Antepartum haemorrhage with coagulation defect,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O46.8,Other antepartum haemorrhage,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O46.9,"Antepartum haemorrhage, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O46,"Antepartum haemorrhage, not elsewhere classified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O47.0,False labour before 37 completed weeks of gestation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
